Taylor Swift,country,Twenty One Pilots,alternative,-1
Taylor Swift,country,Weezer,rock,-1
Taylor Swift,country,Beck,alternative,-1
Taylor Swift,country,Fleetwood Mac,classic rock,-1
Taylor Swift,country,Tame Impala,psychedelic rock,1
Taylor Swift,country,Modest Mouse,indie,-1
Taylor Swift,country,Sufjan Stevens,indie,-1
Taylor Swift,country,Childish Gambino,hip-hop,-1
The Weeknd,rnb,Coldplay,rock,17
The Weeknd,rnb,Adele,soul,16
The Weeknd,rnb,Rihanna,pop,17
The Weeknd,rnb,Maroon 5,rock,14
The Weeknd,rnb,Ed Sheeran,acoustic,15
The Weeknd,rnb,Lana Del Rey,indie,12
The Weeknd,rnb,Sia,pop,17
The Weeknd,rnb,Taylor Swift,country,5
The Weeknd,rnb,Radiohead,alternative,16
The Weeknd,rnb,Lady Gaga,pop,4
The Weeknd,rnb,Drake,hip-hop,16
The Weeknd,rnb,Calvin Harris,electronic,17
The Weeknd,rnb,Imagine Dragons,indie,14
The Weeknd,rnb,Katy Perry,pop,8
The Weeknd,rnb,Ariana Grande,pop,7
The Weeknd,rnb,Ellie Goulding,electronic,8
The Weeknd,rnb,Beyoncé,rnb,6
The Weeknd,rnb,Justin Bieber,pop,8
The Weeknd,rnb,Sam Smith,soul,6
The Weeknd,rnb,David Bowie,rock,13
The Weeknd,rnb,Bruno Mars,pop,7
The Weeknd,rnb,OneRepublic,rock,9
The Weeknd,rnb,Eminem,rap,11
The Weeknd,rnb,Justin Timberlake,pop,11
The Weeknd,rnb,Lorde,pop,6
The Weeknd,rnb,The Chainsmokers,electronic,9
The Weeknd,rnb,The Beatles,classic rock,16
The Weeknd,rnb,The xx,indie,11
The Weeknd,rnb,Mariah Carey,pop,2
The Weeknd,rnb,Britney Spears,pop,2
The Weeknd,rnb,Michael Jackson,pop,15
The Weeknd,rnb,Kanye West,hip-hop,6
The Weeknd,rnb,Florence + the Machine,indie,5
The Weeknd,rnb,Carly Rae Jepsen,pop,1
The Weeknd,rnb,Linkin Park,rock,10
The Weeknd,rnb,David Guetta,electronic,12
The Weeknd,rnb,Bob Dylan,folk,7
The Weeknd,rnb,Selena Gomez,pop,4
The Weeknd,rnb,Miley Cyrus,pop,1
